address,area,birthday,constellation,ename,height,language,name,people_id,sex,weight
广东省汕头市潮阳区,中国,1989-09-06,处女座,-,165cm,国语;,颜小健,2599,男,56kg
-,美国,-,-,-,-,-,Em Beihold,2600,女,-
-,-,-,-,-,-,-,蔚泽君子,2601,男,-
-,-,-,-,-,-,-,Katherine,2602,女,-
中国黑龙江省大庆市,中国,-,天蝎座,-,173cm,国语;,刁寒,2603,男,60kg
台湾省屏东县麟洛乡,中国台湾,1981-06-18,双子座,-,163cm,国语;,Ella[陈嘉桦],2604,女,47kg
-,-,-,-,-,-,-,Where It's ATT,2605,组合,-
-,中国,-,-,-,-,-,李柏树,2606,女,-
四川南充,中国,-,-,-,-,-,任舒瞳,2607,女,-
-,-,-,-,-,-,-,小耳音乐,2608,女,-
-,-,-,-,-,-,-,ARI HICKS,2609,男,-
-,中国,-,-,-,-,-,梦想山妹,2610,女,-
-,中国,-,-,-,-,-,牛歌[男],2611,男,-
-,-,-,-,-,-,-,落笔,2612,男,-
-,-,-,-,-,-,-,DjPad仔,2613,男,-
中国陕西西安,未知,11-07,天蝎座,-,165cm,国语;,何璐,2614,女,-
-,中国,-,-,-,-,-,SAFER,2615,男,-
-,美国,-,-,-,-,-,Fadi,2616,男,-
-,-,-,-,-,-,-,加勒,2617,男,-
-,中国,-,-,-,-,-,毛乖乖,2618,女,-
中国江苏省连云港市,中国,-,金牛座,-,177cm,国语;,李泽坚,2619,男,76kg
-,-,-,-,-,-,-,困困了鱼,2620,女,-
-,中国,-,-,-,-,-,大胜歌歌,2621,男,-
中国,中国,-,-,-,-,国语;,MIC男团,2622,组合,-
-,-,-,-,-,-,-,KARTASHOW,2623,男,-
-,中国,-,-,-,-,-,小可,2624,女,-
-,中国,-,-,-,-,-,甲雍,2625,男,-
-,-,-,-,-,-,-,超甜警告,2626,男,-
台湾,中国,-,-,-,157cm,闽南语;国语,陈盈洁,2627,女,-
-,-,-,-,-,-,-,emo大白,2628,男,-
-,中国,-,-,-,-,-,澈子,2629,男,-
-,中国香港,1993-11-07,天蝎座,-,-,-,Mike 曾比特,2630,男,-
-,日本,-,-,-,-,-,やまだ豊,2631,男,-
-,韩国,-,-,-,-,-,Turbotronic,2632,男,-
-,美国,-,-,-,-,-,Jon Batiste,2633,男,-
-,未知,-,-,-,-,-,卡迪哥,2634,男,-
河北张家口,中国,1999-02-09,水瓶座,-,175cm,国语,轩颜,2635,男,55kg
-,中国,-,-,-,-,-,禅修音乐盒,2636,男,-
-,-,-,-,-,-,-,夏久尘,2637,男,-
-,-,-,-,-,-,-,刘思思,2638,女,-
-,-,-,-,-,-,-,NextRO,2639,男,-
-,中国,-,-,-,-,-,麻姝芮,2640,女,-
-,中国,-,-,-,-,-,布鲁昔,2641,男,-
江苏,中国,-,-,-,-,-,沈宁,2642,男,-
-,中国,-,-,-,-,-,攀娘,2643,女,-
-,泰国,-,-,-,-,国语;泰语;,中国娃娃,2644,组合,-
-,中国,-,-,-,-,-,琥牙,2645,女,-
-,中国,-,-,-,-,-,于潼,2646,女,-
山东青岛,中国,1989-10-01,天秤座,-,170cm,国语;,刘昊霖,2647,男,65kg
Fairfax,美国,-,-,-,-,英语;,The Downtown Fiction,2648,组合,-
-,中国,-,-,-,-,-,马小郡,2649,女,-
-,中国,-,-,-,-,-,阎其儿Jill,2650,男,-
-,中国,-,-,-,-,-,徐子杨,2651,男,-
-,中国,-,-,-,-,-,DJ黑桃A,2652,男,-
中国上海市,中国,1976-06-29,巨蟹座,-,-,国语;,马伊琍,2653,女,-
-,中国,-,-,-,-,-,R1SE,2654,组合,-
山东省枣庄市,中国,1998-08-13,狮子座,-,-,-,陈烁,2655,男,-
-,中国,-,-,-,-,-,唐子臣,2656,男,-
-,美国,-,-,-,-,-,Meron Ryan,2657,女,-
-,日本,-,-,-,-,-,Mili,2658,组合,-
中国香港,中国香港,1974-11-30,射手座,-,183cm,国语;粤语;,钟汉良,2659,男,73kg
-,美国,-,-,-,-,英语,Tim Legend,2660,男,-
-,中国,-,-,-,-,-,忠成先生,2661,男,-
-,瑞典,1987-04-13,牡羊座,-,-,-,Florian Bur,2662,男,-
-,-,-,-,-,-,-,Genevieve Somers,2663,女,-
-,韩国,-,-,-,-,-,FIFTY FIFTY,2664,组合,-
-,加拿大,-,-,Zabo,-,-,ZABO,2665,男,-
台湾台北市,中国台湾,1969-03-04,双鱼座,-,161cm,国语;,伊能静,2666,女,46kg
-,-,-,-,-,-,-,孙姿吟,2667,男,-
中国,中国,-,-,-,0,纯音乐;,段银莹,2668,女,0
-,中国,-,-,-,-,-,菊梓乔,2669,女,-
-,中国台湾,-,-,-,-,-,J.Sheon,2670,男,-
北京,中国,-,-,-,-,国语;,龙井说唱,2671,男,-
-,-,-,-,-,-,-,圆美梦,2672,女,-
日本东京,日本,1959-10-28,天蝎座,-,-,日语;纯音乐;,増田俊郎,2673,男,-
-,-,-,-,-,-,-,文屿,2674,男,-
-,-,-,-,-,-,-,心越,2675,男,-
-,-,-,-,-,-,-,Pianoking,2676,男,-
-,-,-,-,-,-,-,Kiiiu,2677,女,-
-,中国,-,-,-,-,-,魏小涵,2678,男,-
中国澳门,葡萄牙,1954-01-31,水瓶座,玛莉亚,-,国语;粤语;,Maria Cordero,2679,女,-
湖南,中国,1996-04-12,牡羊座,-,-,-,李昂星,2680,男,-
-,日本,-,-,-,-,日语,鷺巣詩郎,2681,男,-
中国,中国,-,-,-,-,国语;,BoBo,2682,组合,-
-,-,-,-,-,-,-,陈佳柔,2683,女,-
中国,中国,-,-,-,-,国语;,杨丽珍,2684,女,-
-,中国,-,-,-,-,-,李豪,2685,男,-
中国,未知,05-12,金牛座,-,176cm,国语;,彭亮,2686,男,62kg
-,中国,-,-,-,-,-,杨妹儿,2687,女,-
-,-,-,-,-,-,-,奉天音乐,2688,男,-
美国,美国,-,-,绿日乐队,-,英语;,Green Day,2689,乐队,-
-,中国,-,-,-,-,-,苹果（孙艺洋）,2690,女,-
-,-,-,-,-,-,-,Green Neon DJ,2691,男,-
中国四川,中国,-,巨蟹座,-,165cm,国语;,周虹,2692,女,50kg
-,中国,-,-,-,-,-,王琛同学,2693,男,-
沈阳,中国,1997-01-05,摩羯座,-,-,-,秦霄贤,2694,男,-
-,-,-,-,-,-,-,Nohidea,2695,男,-
-,中国,-,-,-,-,-,陈丽君,2696,女,-
-,-,-,-,-,-,-,旦色Music,2697,男,-
-,中国,-,-,-,-,-,白噪音,2698,乐队,-
-,中国,-,-,-,-,国语,毕文婷,2699,女,-
-,中国,-,-,-,-,-,张老板阿,2700,女,-
-,美国,-,-,-,-,纯音乐,陈蓉晖,2701,女,-
丹麦,丹麦,1997-01-01,摩羯座,水叮当,-,英语;,Aqua,2702,乐队,-
-,美国,-,-,-,-,-,The Glitch Mob,2703,组合,-
-,美国,-,-,-,-,-,Home Free,2704,组合,-
波多黎各,美国,1977-02-03,水瓶座,-,-,英语;,Daddy Yankee,2705,男,-
台湾台南市,中国台湾,1962-09-26,天秤座,-,170cm,闽南语;国语,吴宗宪,2706,男,65kg
-,中国,-,-,-,-,-,安卿尘,2707,男,-
中国武汉,中国,1970-02-28,双鱼座,-,178cm,国语;,黄格选,2708,男,65kg
-,日本,-,-,-,-,-,羽生まゐご,2709,男,-
-,-,-,-,-,-,-,Zizzy一一,2710,女,-
香港,中国香港,1970-09-28,天秤座,-,-,国语;粤语;,林晓峰,2711,男,-
-,中国,-,-,-,-,-,张波,2712,男,-
瑞典,瑞典,-,-,空壳乐队,-,英语;,BwO,2713,乐队,-
-,中国,-,-,-,-,-,邵子陈,2714,男,-
中国武汉,中国,1969-02-20,双鱼座,-,165cm,国语;,朱桦,2715,女,52kg
-,-,-,-,-,-,-,庄蕙如,2716,女,-
-,中国,-,-,-,-,-,蔡瑾,2717,女,-
美国德克萨斯州休斯顿市,美国,1994-11-04,天蝎座,-,-,英语,KeShi,2718,男,-
-,中国,-,-,-,-,-,黑子,2719,男,-
-,美国,-,-,-,-,-,88rising,2720,组合,-
-,中国,-,-,-,-,-,施梦露,2721,女,-
上海,中国,1984-03-25,牡羊座,-,-,国语,安来宁,2722,男,-
-,美国,-,-,-,-,英语,D1ofaquavibe,2723,男,-
-,中国,-,-,-,-,-,肥阳,2724,女,-
-,-,-,-,-,-,-,INTERWORLD,2725,男,-
-,俄罗斯,1992-08-21,狮子座,玛丽·克莱姆布雷瑞,-,-,Мари Краймбрери,2726,女,-
-,中国,-,-,-,-,-,音谋论,2727,组合,-
-,中国,-,-,-,-,-,孟可,2728,男,-
美国缅因州贝尔法斯特,美国,-,-,琳徳茜·雷,-,英语;,Lindsey Ray,2729,女,-
-,中国,-,-,-,-,-,鹭卓,2730,男,-
-,俄罗斯,-,-,-,-,俄语,Бамбинтон,2731,组合,-
-,中国,-,-,-,-,-,卢文韬,2732,男,-
-,中国,-,-,-,-,-,弹吉他的胖子,2733,男,-
德国,德国,-,-,英格玛,-,英语;德语;,Enigma,2734,组合,-
马来西亚霹雳州怡保,马来西亚,1962-08-06,狮子座,-,165cm,粤语;,杨紫琼,2735,女,46kg
-,-,-,-,-,-,-,陆左左,2736,女,-
-,中国,2001-08-27,处女座,-,-,-,张子枫,2737,女,-
-,美国,-,-,-,-,英语,Redbone,2738,组合,-
-,中国,-,-,-,-,-,刘亦心（可乐就是力量）,2739,女,-
-,澳大利亚,1987-04-18,牡羊座,萨曼莎·杰德,-,英语;,Samantha Jade,2740,女,-
-,美国,1989-05-24,双子座,-,-,英语,G-Eazy,2741,男,-
英国伦敦,英国,1983-04-23,金牛座,泰欧·克鲁兹,-,英语;,Taio Cruz,2742,男,-
-,-,-,-,-,-,-,许司,2743,男,-
-,印度尼西亚,-,-,-,-,-,Sineself,2744,男,-
香港,中国香港,2005-04-09,牡羊座,-,-,-,炎明熹,2745,女,-
马来西亚槟城,马来西亚,1986-05-19,金牛座,-,155cm,国语;,王雪晶,2746,女,46kg
-,中国,-,-,-,-,-,南北组合(谢武弟),2747,男,-
中国香港,中国香港,1987-03-02,双鱼座,-,182cm,国语;,洪卓立,2748,男,59kg
东京,日本,1971-10-04,天平座,-,-,日语,天門,2749,男,-
台湾基隆市,中国台湾,1984-09-02,处女座,-,181cm,国语;,唐禹哲,2750,男,60kg
中国安徽蚌埠,中国,09-09,处女座,-,175cm,国语;,解小东,2751,男,65kg
-,中国,-,-,-,-,-,大布,2752,男,-
浙江省富阳,中国,2000-10-04,天平座,-,-,-,王泽科,2753,男,-
韩国汉城,韩国,1978-04-04,牡羊座,-,173cm,韩语;,金贤政,2754,女,45kg
-,中国,-,-,-,-,国语,潘粤明,2755,男,-
美国阿肯色州卡登,美国,1979-10-18,天秤座,谢弗·沙美尔·史密斯,176cm,英语;,Ne-Yo,2756,男,68kg
"Vallejo,&nbsp;CA",美国,-,-,-,-,-,Jori King,2757,男,-
-,中国香港,-,-,-,-,-,RU,2758,女,-
香港,中国香港,1966-02-16,水瓶座,-,161cm,国语;粤语;,陈雅伦,2759,女,50kg
-,瑞士,-,-,-,-,-,Nora En Pure,2760,女,-
德国,德国,1987-04-28,金牛座,-,-,德语,Robin Schulz,2761,男,-
-,以色列,-,-,-,-,-,Dan Farber,2762,男,-
-,中国,-,-,-,-,-,迪丽热巴,2763,女,-
-,中国,-,-,-,-,-,付汶昊,2764,男,-
中国,中国,-,-,-,-,国语;,五月,2765,男,-
美国马萨诸塞州波士顿,未知,1988-11-12,天蝎座,Jason Chen(陈以桐),174cm,英语;国语;,Jason Chen,2766,男,62kg
-,澳大利亚,-,-,-,-,-,SAFIA,2767,乐队,-
美国纽约曼哈顿,美国,1971-05-30,双子座,伊迪娜·门泽尔,163cm,英语;,Idina Menzel,2768,女,-
-,-,-,-,-,-,-,AxR,2769,男,-
江苏溧阳市,中国,-,-,-,-,国语,仇志,2770,男,-
-,中国,-,-,-,-,-,刘士鸣,2771,男,-
-,-,-,-,-,-,-,J-I-E,2772,男,-
-,-,-,-,-,-,-,Daniel Yount,2773,男,-
-,中国,-,-,-,-,-,张予曦,2774,女,-
英国伦敦,英国,1979-04-23,金牛座,史蒂·麦可,-,英语;,Stewart Mac,2775,男,-
-,美国,-,-,-,-,英语;,Meg Myers,2776,女,-
美国加利福尼亚州,中国台湾,1988-05-02,金牛座,-,157cm,国语;,Lara梁心颐,2777,女,45kg
-,-,-,-,-,-,-,g3ox_em,2778,男,-
-,中国,-,-,-,-,-,鹿喑kana,2779,男,-
-,中国,-,-,-,-,-,管平湖,2780,男,-
-,日本,-,-,-,-,日语;,大野克夫,2781,男,-
-,日本,-,-,候选者,-,-,GENERATIONS from EXILE TRIBE,2782,组合,-
-,丹麦,-,-,-,-,-,Mina Okabe,2783,女,-
-,美国,-,-,-,-,-,Starship,2784,组合,-
英国利物浦,英国,1997-01-01,摩羯座,原子少女猫,-,英语;,Atomic Kitten,2785,组合,-
-,中国,-,-,-,-,-,韩冰,2786,男,-
美国纽约,美国,1979-03-30,牡羊座,诺拉·琼斯,155cm,英语;,Norah Jones,2787,女,-
-,中国香港,-,-,-,-,国语;粤语,韦启良,2788,男,-
-,加拿大,-,-,-,-,-,Sabai,2789,男,-
-,中国,-,-,-,-,-,DJ园园,2790,女,-
新加坡,新加坡,-,-,-,-,国语;,龚芝怡,2791,女,-
-,日本,-,-,Candee,-,日语,CanDee,2792,男,-
-,瑞典,-,-,-,-,-,Syn Cole,2793,男,-
香港,中国香港,-,-,-,-,粤语;,郭炳坚,2794,男,-
台北,中国台湾,-,-,-,-,台语,张穆庭,2795,男,-
-,-,-,-,-,-,-,韦一,2796,女,-
马来西亚槟城,马来西亚,1972-03-30,牡羊座,-,172cm,国语;,柯以敏,2797,女,-
-,-,-,-,-,-,-,古月舒克,2798,男,-
-,中国,-,-,-,-,-,DJ梦菲,2799,女,-
-,-,-,-,-,-,-,blur9,2800,男,-
-,韩国,-,-,-,-,韩语,Kep1er,2801,组合,-
-,挪威,-,-,伊娜·伍德森,-,-,Ina Wroldsen,2802,女,-
加利福尼亚,美国,1987-06-17,双子座,-,168cm,英语;,Kendrick Lamar,2803,男,-
-,中国,-,-,-,-,-,卓沅,2804,男,-
-,丹麦,-,-,-,-,-,Alex Skrindo,2805,男,-
四川省成都市,中国,1988-02-01,水瓶座,-,168cm,国语;,江映蓉,2806,女,52kg
吉林省辽源市,中国,1971-12-23,魔羯座,-,164cm,国语;,闫学晶,2807,女,55kg
美国德克斯萨州奥斯汀,美国,1974-11-02,天蝎座,奈利,176cm,英语;,Nelly,2808,男,73kg
-,中国,-,-,-,-,-,王小港,2809,男,-
-,中国,-,-,-,-,-,罗小罗,2810,男,-
-,美国,-,-,-,-,-,Liquid Cinema,2811,组合,-
北京,中国,1997-09-17,处女座,-,173cm,普通话,关晓彤,2812,女,45kg
-,中国,-,-,-,-,-,是二智呀,2813,女,-
-,-,-,-,-,-,-,马大雁,2814,女,-
-,中国,-,-,-,-,-,张小健,2815,男,-
-,中国,-,-,-,-,-,跟风超人,2816,男,-
中国台湾台南县,中国台湾,1957-04-15,牡羊座,-,-,闽南语;,阿吉仔,2817,男,-
-,-,-,-,-,-,-,Camishe,2818,女,-
-,中国,-,-,-,-,-,安子与九妹乐队,2819,男,-
中国香港,中国香港,1955-02-01,水瓶座,-,185cm,国语;,成奎安,2820,男,-
美国洛杉矶市,美国,1992-09-18,处女座,-,168cm,英语;韩语;,刘逸云 Amber Liu,2821,女,44kg
-,中国,-,-,-,-,-,张志明,2822,男,-
东京都,日本,1992-10-28,天蝎座,-,-,-,majiko,2823,女,-
-,-,-,-,-,-,-,我只吃晚饭,2824,女,-
-,日本,-,-,-,-,-,Eve[日],2825,男,-
-,中国,-,-,-,-,-,二珂,2826,女,-
-,中国,-,-,-,-,-,山止川行,2827,男,-
山西永济,中国,1996-01-23,水瓶座,-,170cm,-,胡小斐,2828,女,45kg
美国犹他州圣佐治,美国,1987-10-03,天秤座,迪亚·弗兰普顿,-,英语;,Dia Frampton,2829,女,-
-,中国,-,-,-,-,-,一沐,2830,女,-
-,-,-,-,-,-,-,Doll,2831,男,-
-,-,-,-,-,-,-,王不醒,2832,男,-
-,法国,-,-,-,-,英语;,Vox Angeli,2833,组合,-
-,-,-,-,-,-,-,黄鹰,2834,女,-
-,中国,-,-,-,-,-,Y2002搬运工,2835,男,-
贵州省贵阳市,中国,1973-12-03,射手座,-,172cm,国语;,朱克,2836,男,68kg
-,中国,-,-,-,-,-,于梓贝,2837,女,-
韩国;中国,韩国,-,-,亚洲思念,-,韩语;,miss A,2838,组合,-
-,中国,-,-,-,-,-,迪迪,2839,男,-
-,韩国,-,-,아이즈원,-,-,IZ*ONE,2840,组合,-
-,-,-,-,-,-,-,Selena Gomez & The Scene,2841,组合,-
-,中国,-,-,-,-,-,梓冷,2842,男,-
重庆市,中国,1976-02-04,水瓶座,-,176cm,国语;,陈坤,2843,男,65kg
台湾,中国台湾,2006-12-02,射手座,-,-,国语;,棒棒堂,2844,组合,-
-,-,-,-,-,-,-,mahalin,2845,男,-
-,中国,-,-,-,-,-,曾简单,2846,女,-
-,中国,-,-,-,-,-,孙灜,2847,女,-
-,罗马尼亚,-,-,-,-,-,Nicoleta Matei,2848,女,-
黑龙江省牡丹江市,中国,2000-04-16,牡羊座,-,187cm,国语,孟子坤,2849,男,-
中国广东广州,中国,-,-,-,-,国语;,朱哲琴,2850,女,-
-,-,-,-,-,-,-,my!lane,2851,男,-
-,-,-,-,-,-,-,醉清风,2852,女,-
-,-,-,-,-,-,-,李奕铭,2853,男,-
-,-,-,-,-,-,-,Jay Bombay,2854,男,-
香港,中国香港,1962-12-16,射手座,-,180cm,国语;粤语;,罗嘉良,2855,男,72cm
-,-,-,-,-,-,-,超凡,2856,男,-
-,中国,-,-,-,-,-,许梦宸,2857,女,-
韩国,韩国,1992-02-12,水瓶座,-,168cm,韩语;,昭宥[Sistar],2858,女,-
-,韩国,-,-,-,-,-,tripleS (트리플에스),2859,组合,-
-,中国,-,-,-,-,-,璎珞[主播],2860,女,-
英国,英国,-,-,通缉男孩,-,英语;,The Wanted,2861,乐队,-
泰国曼谷,泰国,1997-03-27,牡羊座,-,-,-,LISA (리사),2862,女,-
-,中国,-,-,-,-,-,祁念,2863,男,-
-,-,-,-,-,-,-,vanBrook,2864,男,-
台湾,中国台湾,1982-11-18,天蝎座,-,-,纯音乐;,V.K克,2865,男,-
英格兰沃瑞屯,英国,1966-02-06,水瓶座,里克·阿斯特利,-,-,Rick Astley,2866,男,-
-,-,-,-,-,-,-,Ivy Adara,2867,女,-
-,-,-,-,-,-,-,Maga,2868,男,-
吉林,中国,1985-09-24,天秤座,-,-,国语;,小黄飞,2869,女,-
-,中国,-,-,-,-,-,不靠谱组合,2870,组合,-
俄罗斯,俄罗斯,-,-,-,-,英语;俄语;,T.A.T.u.,2871,组合,-
-,-,-,-,-,-,-,Tom Holkenborg,2872,男,-
-,中国,-,-,-,-,-,杨美娜,2873,女,-
-,日本,-,-,-,-,-,Yoohsic Roomz,2874,组合,-
新加坡,新加坡,-,-,-,-,国语;,吴佳明,2875,男,-
-,日本,-,-,-,-,-,三輪学,2876,男,-
-,-,-,-,-,-,-,阿衡Mix,2877,男,-
山东省蒙阴县常路镇,中国,1999-06-17,双子座,-,-,-,MC林泽,2878,男,-
-,-,-,-,-,-,-,N i G H T S,2879,乐队,-
-,-,-,-,-,-,-,Getsix,2880,男,-
-,美国,-,-,-,-,-,Mr FijiWiji,2881,男,-
美国,美国,-,-,枪炮与玫瑰,-,英语;,Guns N' Roses,2882,乐队,-
中国香港,中国台湾,1972-10-24,天蝎座,-,0,-,周影,2883,女,0
澳大利亚布里斯班,澳大利亚,1972-05-08,金牛座,戴伦·海斯,178cm,英语;,Darren Hayes,2884,男,-
-,中国,-,-,-,-,-,胡淑雅,2885,女,-
香港,中国香港,-,-,-,-,粤语;,太极,2886,乐队,-
-,中国,-,-,-,-,-,赵贝尔,2887,女,-
-,日本,-,-,-,-,-,結束バンド,2888,女,-
-,-,-,-,-,-,-,New York Jazz Lounge,2889,乐队,-
马来西亚吉打州亚罗士打,马来西亚,07-11,巨蟹座,-,-,国语;,罗宾,2890,男,-
韩国庆州,韩国,1992-05-02,金牛座,-,166cm,韩语;,宣美,2891,女,40kg
武汉,中国,1982-08-18,狮子座,-,182cm,国语;,王凯,2892,男,70kg
-,中国,-,-,-,-,-,交通国,2893,男,-
西班牙马德里,西班牙,1975-05-08,金牛座,安立奎·伊格莱希亚斯,180cm,英语;西班牙语;,Enrique Iglesias,2894,男,80kg
福建厦门,中国,1999-01-01,摩羯座,-,-,-,赵磊,2895,男,-
-,-,-,-,-,-,-,Moondeity,2896,男,-
-,-,-,-,-,-,-,DJ音帅,2897,男,-
美国佛罗里达州迈阿密,美国,1982-06-04,双子座,-,-,英语;国语;,欧阳靖,2898,男,-
中国辽宁沈阳,中国,1983-03-09,双鱼座,-,-,国语;,碧娜,2899,女,-
-,中国,-,-,-,-,-,银河少年电视艺术团,2900,组合,-
-,丹麦,1992-01-31,水瓶座,-,-,英语,Christopher,2901,男,-
-,-,-,-,-,-,-,音乐库,2902,男,-
-,-,-,-,-,-,-,MI2,2903,组合,-
日本冲绳县石垣岛,日本,1973-10-09,天秤座,-,-,日语;,夏川りみ,2904,女,-
-,中国,-,-,-,-,-,大锅饭,2905,男,-
-,中国,-,-,-,-,-,时代峰峻-张子墨,2906,男,-
-,-,-,-,-,-,-,半根萝卜,2907,女,-
挪威特罗姆瑟,挪威,1980-08-17,狮子座,琳恩·玛莲,160cm,英语;,Lene Marlin,2908,女,50kg
-,中国,-,-,-,-,-,橘猫烧鲷鱼,2909,女,-
-,-,-,-,-,-,-,马甲乙,2910,男,-
甘肃平凉,中国,-,狮子座,-,-,国语;纯音乐;,赵季平,2911,男,-
美国弗吉尼亚州塔帕汉诺克,美国,1989-05-05,金牛座,克里斯·布朗,188cm,英语;,Chris Brown,2912,男,88.452kg
-,葡萄牙,-,-,-,-,-,Mari Ferrari,2913,女,-
英国伦敦,英国,1945-01-10,魔羯座,罗德·斯图尔特,-,英语;,Rod Stewart,2914,男,-
比利时,澳大利亚,1980-05-21,双子座,-,-,英语;,Gotye,2915,男,-
-,中国,-,-,-,-,-,小千禧,2916,男,-
新疆克拉玛依,中国,-,-,-,-,国语;,马条,2917,男,-
-,新加坡,-,-,-,-,国语;,张小英,2918,女,-
国京畿道富川市,韩国,1992-05-06,金牛座,-,-,韩语,伯贤,2919,男,-
-,中国台湾,-,-,-,-,-,周志宏,2920,男,-
-,中国,-,-,-,-,-,小可乐[音乐人],2921,女,-
-,中国,-,-,-,-,-,98k,2922,男,-
美国费城宾夕法尼亚州,美国,1986-08-19,狮子座,克里斯蒂娜·佩里,183cm,英语;,Christina Perri,2923,女,-
韩国仁川,韩国,1991-01-11,魔羯座,-,164cm,韩语;,孝琳[Sistar],2924,女,-
-,中国,-,-,-,-,-,罗姣,2925,男,-
中国四川凉山,中国,-,-,-,-,国语;,山鹰组合,2926,组合,-
美国北卡罗莱纳州温斯顿-赛伦,美国,1988-11-15,天蝎座,小鲍比·雷·西蒙斯,-,英语;,B.o.B,2927,男,-
古巴,德国,1975-04-13,牡羊座,-,-,英语;,Lou Bega,2928,男,-
马里兰州,美国,1967-10-07,天秤座,唐妮·布莱斯顿,-,英语;,Toni Braxton,2929,女,-
江西南昌,中国,11-17,天蝎座,-,175cm,国语;,廖晶,2930,男,60kg
-,中国台湾,-,-,-,-,-,徐嘉良,2931,男,-
-,中国,-,-,-,-,-,夏了个天呐,2932,女,-
-,中国,-,-,-,-,-,焦晋哲,2933,男,-
-,英国,1985-01-01,摩羯座,-,-,英语;,Naughty Boy,2934,男,-
-,-,-,-,-,-,-,于涧,2935,男,-
-,-,-,-,-,-,-,GELATO,2936,组合,-
-,德国,-,-,-,-,-,Martin Ermen,2937,男,-
美国,美国,-,-,黑暗堡垒,-,英语;,Fort Minor,2938,乐队,-
-,-,-,-,-,-,-,王欢,2939,男,-
-,-,-,-,-,0,-,Rednex,2940,组合,0
-,中国,-,-,-,-,-,阿康,2941,男,-
-,-,-,-,-,-,-,Hot Music,2942,男,-
-,中国,-,-,-,-,-,无畏契约,2943,女,-
-,美国,-,-,-,-,-,Zayde Wølf,2944,男,-
-,中国,-,-,-,-,-,克然Eli,2945,男,-
-,中国,-,-,-,-,-,云喆,2946,女,-
-,中国,-,-,-,-,-,诗雨Cc,2947,女,-
-,-,-,-,-,-,-,娟子爱唱歌,2948,女,-
香港,中国香港,1970-07-14,巨蟹座,-,165cm,粤语;,甄楚倩,2949,女,-
-,-,-,-,-,-,-,吴仪,2950,男,-
-,中国,-,-,-,-,-,鸡蛋仔仔,2951,男,-
-,未知,-,-,-,-,-,白里格,2952,男,-
英国伦敦,英国,1971-12-25,魔羯座,蒂朵,-,英语;,Dido,2953,女,-
中国台湾台南,中国台湾,-,水瓶座,-,163cm,国语;闽南语;,方怡萍,2954,女,58kg
-,中国,-,-,-,-,-,夏小夏,2955,男,-
中国内蒙古呼和浩特,未知,1970-06-15,双子座,-,-,国语;,齐峰,2956,男,-
-,中国,-,-,-,-,-,艾妞,2957,女,-
-,-,-,-,-,-,-,杨伊然,2958,女,-
台湾,中国台湾,-,-,-,-,国语;,大嘴巴,2959,组合,-
英格兰斯塔福德郡特伦特河畔斯托克,英国,1974-02-13,水瓶座,罗比·威廉斯,-,英语;,Robbie Williams,2960,男,-
-,中国,-,-,-,-,-,原来是歪,2961,女,-
-,中国,-,-,-,-,国语;,莫西子诗,2962,男,-
-,-,-,-,-,-,-,Sadako,2963,男,-
-,-,-,-,-,-,-,Ghostface Playa,2964,男,-
-,中国,-,-,-,-,-,吾吾六六,2965,女,-
-,中国,-,-,-,-,-,夜狸Yeli,2966,男,-
-,-,-,-,-,-,-,JordanBeats,2967,男,-
浙江嘉兴,未知,-,天蝎座,-,-,国语;,钟丽燕,2968,女,-
日本福冈县柳川市,日本,1961-02-27,双鱼座,-,175cm,日语;,徳永英明,2969,男,-
-,-,-,-,-,-,-,Dj狗峰Remix,2970,男,-
-,中国,-,-,-,-,-,轻松治愈,2971,男,-
-,-,-,-,-,-,-,Hotel Ugly,2972,组合,-
-,中国,-,-,-,-,国语;,包胡尔查,2973,男,-
台湾台南县（今台南市）,中国台湾,1985-07-15,巨蟹座,-,173cm,国语;,卢广仲,2974,男,65kg
-,中国,-,-,-,-,-,盘尼西林乐队,2975,乐队,-
-,-,-,-,-,-,-,叮咛吖,2976,女,-
河南信阳,中国,-,-,-,-,-,王槿天,2977,男,-
-,中国,-,-,-,-,-,威廉,2978,男,-
-,-,-,-,-,-,-,精彩鹤轩,2979,男,-
-,中国,-,-,-,-,-,面具锋,2980,男,-
-,中国,-,-,-,-,-,艾索,2981,女,-
新加坡,中国台湾,1975-12-25,魔羯座,-,173cm,国语;台语;,张玉华,2982,女,50kg
中国辽宁省鞍山市铁东区,中国,1989-04-21,金牛座,-,168cm,国语;,MC水公主,2983,女,55kg
日本兵库县西宫市,日本,1995-03-06,双鱼座,あいみょん,-,日语,Aimyon,2984,女,-
中国长春,日本,1935-03-13,双鱼座,-,-,日语,蒔田尚昊,2985,男,-
-,日本,-,-,-,-,-,ReoNa,2986,女,-
-,-,-,-,-,-,-,gqtis,2987,男,-
中国,中国,-,-,-,-,国语;,龙猫组合,2988,组合,-
-,中国,-,-,-,-,-,王祈,2989,男,-
中国深圳,中国,1997-10-09,天平座,-,183cm,国语,曾舜晞,2990,男,59kg
-,中国,-,-,-,-,-,九局,2991,男,-
-,中国,-,天蝎座,-,174cm,国语,M哥,2992,女,55kg
-,-,-,-,-,-,-,Dream Tunes,2993,男,-
-,中国,-,-,-,-,-,蒋小呢,2994,女,-
-,-,-,-,-,-,-,云狗蛋,2995,女,-
