chaoxiang,danjia,id,loucheng,mianji,score,shape,zhuangxiu
南,146648元/平米,9581,低层,93.08平米,6.2,2室2厅1卫,精装修
南北,12494元/平米,9583,底层,79.24平米,6.0,2室2厅1卫,精装修
南,51193元/平米,9585,底层,109平米, ,4室3厅4卫,精装修
南北,61503元/平米,9588,中层,109.75平米,6.0,3室2厅1卫,简装修
南,48217元/平米,9589,高层,109.92平米,5.9,2室1厅1卫,精装修
南,26125元/平米,9591,底层,160平米,5.4,4室2厅3卫,精装修
南北,34328元/平米,9592,中层,78.07平米,6.2,2室2厅1卫,毛坯
南北,72614元/平米,9593,底层,96.4平米,6.0,2室2厅1卫,简装修
南,36000元/平米,9594,中层,55平米,5.9,1室2厅1卫,精装修
南北,115207元/平米,9596,高层,125.86平米,6.3,3室2厅2卫,精装修
南北,81903元/平米,9597,中层,94.99平米,6.3,3室2厅1卫,精装修
南,65210元/平米,9598,高层,118.08平米,6.0,3室2厅2卫,简装修
南北,67492元/平米,9599,中层,88.9平米,6.5,2室2厅1卫,精装修
南北,67347元/平米,9600,中层,78.4平米,6.3,2室2厅1卫,精装修
南北,65116元/平米,9601,高层,125.93平米,6.3,3室2厅2卫,精装修
南北,46285元/平米,9602,低层,47.1平米,6.6,1室1厅1卫,精装修
南北,17273元/平米,9605,高层,97.26平米,5.3,3室2厅2卫,精装修
南北,108966元/平米,9606,低层,145平米,6.4,3室2厅2卫,简装修
南北,59076元/平米,9607,高层,98.01平米,5.8,3室2厅2卫,精装修
南北,172093元/平米,9609,低层,215平米,6.2,4室2厅3卫,精装修
南,104932元/平米,9610,中层,38.12平米,6.6,1室1厅1卫,简装修
南,26469元/平米,9611,中层,77.45平米,5.5,2室1厅1卫,简装修
南北,116140元/平米,9612,高层,133.89平米,6.2,3室2厅2卫,豪华装修
南,60777元/平米,9613,高层,70.75平米,6.2,3室1厅1卫,简装修
南北,56857元/平米,9614,中层,70平米,6.7,2室2厅1卫,豪华装修
南北,25727元/平米,9615,低层,77.74平米,5.5,2室1厅1卫,简装修
南,48905元/平米,9616,底层,137平米,5.8,3室2厅2卫,精装修
南,53181元/平米,9617,底层,355.39平米,6.1,5室3厅4卫,精装修
南,85821元/平米,9618,底层,268平米,6.4,5室2厅3卫,精装修
南,47476元/平米,9619,中层,63.19平米,6.5,2室1厅1卫,精装修
南,102503元/平米,9620,中层,37.56平米,6.6,1室1厅1卫,精装修
南北,57059元/平米,9621,中层,68平米,6.7,2室1厅1卫,豪华装修
南,68269元/平米,9622,中层,140.62平米,6.4,3室2厅2卫,精装修
南北,51442元/平米,9623,中层,49.57平米,6.2,1室1厅1卫,简装修
南北,23665元/平米,9624,顶层,51.13平米,5.9,1室1厅1卫,精装修
南,78930元/平米,9625,高层,133.79平米,6.3,3室2厅1卫,精装修
南北,73983元/平米,9634,顶层,121.65平米,6.1,3室2厅1卫,精装修
南北,133300元/平米,9635,高层,300平米,6.4,4室2厅3卫,简装修
南北,92081元/平米,9637,高层,130.32平米,6.3,3室2厅2卫,精装修
南北,60701元/平米,9640,中层,57.66平米,5.7,2室1厅1卫,精装修
南北,49847元/平米,9642,中层,52.16平米,6.6,1室1厅1卫,精装修
南北,34940元/平米,9643,顶层,83平米,5.9,2室2厅1卫,简装修
南,80655元/平米,9645,低层,79.35平米,5.7,2室1厅1卫,简装修
南北,65158元/平米,9647,中层,55.25平米,6.2,1室1厅1卫,精装修
南北,52361元/平米,9648,中层,101.22平米,6.1,2室2厅1卫,精装修
南北,67873元/平米,9652,中层,132.6平米,6.3,3室2厅2卫,豪华装修
南,55220元/平米,9653,中层,38.03平米,6.5,1室1厅1卫,精装修
南北,26797元/平米,9654,高层,83.59平米,4.1,2室2厅1卫,精装修
南,60241元/平米,9655,中层,83平米,6.1,2室2厅1卫,精装修
南北,114373元/平米,9656,中层,156.33平米,6.3,3室2厅2卫,精装修
南北,67270元/平米,9657,中层,81.76平米,6.1,2室1厅1卫,精装修
南北,80413元/平米,9658,高层,120.13平米,6.3,2室2厅2卫,精装修
南北,41832元/平米,9662,中层,70.52平米,5.9,2室1厅1卫,中装修
南,91349元/平米,9663,中层,97.21平米,6.4,2室2厅1卫,豪华装修
南北,23426元/平米,9664,中层,75.13平米,5.8,2室1厅1卫,毛坯
南北,90070元/平米,9665,中层,143平米,6.4,4室2厅2卫,豪华装修
南,169650元/平米,9666,底层,223.99平米,6.2,4室3厅2卫,简装修
南,84711元/平米,9667,底层,242平米,6.1,4室2厅3卫,精装修
南北,54012元/平米,9669,中层,97.2平米,5.8,3室2厅2卫,豪华装修
南,48674元/平米,9670,中层,41.09平米,6.3,1室1厅1卫,精装修
南北,44932元/平米,9671,中层,55.64平米,6.3,2室1厅1卫,精装修
南,24395元/平米,9672,顶层,51.24平米,5.9,1室1厅1卫,精装修
南,46842元/平米,9673,底层,190平米,6.1,4室2厅3卫,精装修
南北,181939元/平米,9674,高层,285.81平米,6.6,4室2厅3卫,豪华装修
南,84175元/平米,9675,底层,297平米,6.5,5室2厅3卫,豪华装修
南,100351元/平米,9676,中层,39.86平米,6.3,1室1厅1卫,精装修
南北,84464元/平米,9677,高层,137.1平米,6.4,3室2厅2卫,豪华装修
南,65787元/平米,9678,底层,266.01平米,5.8,4室4厅3卫,精装修
南,61616元/平米,9679,底层,779.02平米,6.5,7室3厅6卫,毛坯
南北,29136元/平米,9680,高层,96.1平米,5.5,2室2厅1卫,简装修
南北,316977元/平米,9682,低层,236.61平米,6.3,3室2厅2卫,豪华装修
南,37992元/平米,9683,中层,57.38平米,6.1,1室1厅1卫,精装修
南北,59535元/平米,9684,中层,105.82平米,5.8,3室2厅2卫,精装修
南,65890元/平米,9685,低层,72.09平米,6.3,2室1厅1卫,简装修
南北,45072元/平米,9686,顶层,49.92平米,6.0,1室1厅1卫,精装修
南北,56638元/平米,9687,高层,94.46平米,5.8,3室2厅2卫,精装修
南北,74296元/平米,9689,中层,320.34平米, ,5室3厅4卫,豪华装修
南,68202元/平米,9691,中层,143.69平米,6.3,3室2厅2卫,精装修
南,78535元/平米,9693,高层,75.89平米,6.5,2室1厅1卫,简装修
南,166472元/平米,9694,底层,600.64平米,6.7,5室3厅5卫,毛坯
南北,38838元/平米,9695,低层,73.33平米,5.7,2室2厅1卫,精装修
南,58865元/平米,9697,底层,71.01平米,6.1,3室1厅1卫,简装修
西南,57861元/平米,9698,高层,160.73平米,6.3,3室2厅2卫,精装修
南北,76802元/平米,9700,中层,101.56平米,6.4,3室2厅1卫,精装修
南北,12903元/平米,9701,高层,62平米,6.1,2室1厅1卫,精装修
南,29293元/平米,9702,底层,99平米,4.1,3室2厅2卫,精装修
南北,49041元/平米,9709,高层,46.9平米,6.3,1室1厅1卫,简装修
南北,67190元/平米,9710,中层,84.09平米,6.3,2室2厅1卫,精装修
南北,116541元/平米,9711,高层,133平米,6.2,3室2厅2卫,简装修
南北,104570元/平米,9712,高层,110.93平米,6.0,2室2厅2卫,精装修
南北,70800元/平米,9713,低层,51.13平米,6.3,1室2厅1卫,精装修
南,30549元/平米,9714,高层,62.85平米,4.1,1室2厅1卫,毛坯
南,70726元/平米,9717,顶层,32.52平米,6.5,1室1厅1卫,简装修
南,45485元/平米,9720,中层,60.68平米,6.6,2室1厅1卫,简装修
南北,67879元/平米,9721,中层,66平米,6.3,2室2厅1卫,豪华装修
南北,160862元/平米,9722,中层,174平米,4.5,3室2厅2卫,精装修
南,40930元/平米,9723,底层,215平米,6.0,4室2厅5卫,豪华装修
南,47771元/平米,9724,底层,627.99平米,6.2,5室3厅5卫,毛坯
南,23086元/平米,9725,低层,53.28平米,5.4,1室1厅1卫,精装修
南,27619元/平米,9726,低层,52.5平米,5.8,1室1厅1卫,精装修
南北,86125元/平米,9727,高层,155.24平米,6.4,4室2厅2卫,简装修
南北,180556元/平米,9728,高层,288平米,6.6,4室2厅3卫,豪华装修
南,77489元/平米,9729,底层,103.24平米,4.6,2室2厅2卫,精装修
南,74986元/平米,9730,低层,141.36平米,6.3,3室2厅2卫,精装修
南,81883元/平米,9731,底层,164.87平米,6.3,3室2厅3卫,精装修
南北,65978元/平米,9732,高层,134.59平米,6.4,3室2厅2卫,豪华装修
南,26667元/平米,9733,中层,52.5平米,5.8,1室1厅1卫,毛坯
南北,63581元/平米,9734,底层,94.21平米,6.1,3室2厅1卫,豪华装修
南北,76028元/平米,9735,高层,120.35平米,6.0,3室2厅1卫,精装修
南北,160468元/平米,9737,顶层,174.49平米,4.5,3室2厅2卫,精装修
南,86377元/平米,9739,低层,121.56平米,6.3,3室2厅2卫,精装修
南北,54595元/平米,9740,中层,87.92平米,6.6,2室2厅1卫,精装修
南,101961元/平米,9741,底层,204平米,6.2,4室2厅3卫,精装修
南,47548元/平米,9742,中层,73.61平米,6.1,2室1厅1卫,简装修
南,109635元/平米,9743,底层,301平米,6.3,4室2厅5卫,精装修
南北,77508元/平米,9745,顶层,128.89平米,5.9,3室2厅2卫,精装修
南,108333元/平米,9747,底层,180平米,6.4,5室3厅4卫,精装修
南,43750元/平米,9748,底层,32平米,6.3,1室1厅1卫,精装修
南北,55556元/平米,9749,中层,135平米,6.4,3室2厅2卫,豪华装修
南,135870元/平米,9750,中层,110.4平米,6.3,3室2厅2卫,精装修
南北,34034元/平米,9752,低层,82.27平米,6.1,2室1厅1卫,精装修
南北,109242元/平米,9755,顶层,91.54平米,6.0,2室2厅1卫,简装修
南,76567元/平米,9758,顶层,1200平米,5.9,7室3厅6卫,豪华装修
南北,46467元/平米,9759,中层,178.62平米,6.3,4室2厅3卫,简装修
南北,63515元/平米,9762,低层,124.38平米,6.3,2室2厅2卫,精装修
南北,108613元/平米,9764,低层,92.07平米,6.0,2室2厅1卫,简装修
南,120230元/平米,9765,中层,95.65平米,6.3,2室2厅1卫,精装修
南北,68176元/平米,9766,中层,82.14平米,6.3,2室2厅1卫,精装修
南,69857元/平米,9767,高层,114.52平米,6.3,3室2厅1卫,豪华装修
南北,136207元/平米,9768,中层,116平米,6.3,3室2厅2卫,精装修
南北,75838元/平米,9769,低层,131.86平米,6.4,3室2厅1卫,简装修
南,93773元/平米,9771,中层,79.98平米,6.0,2室2厅1卫,简装修
南,88608元/平米,9772,低层,79平米,6.0,2室2厅1卫,简装修
南北,126455元/平米,9776,中层,148.67平米,6.5,3室2厅2卫,精装修
南,192914元/平米,9777,低层,212.53平米,6.3,4室2厅2卫,精装修
南,83172元/平米,9778,底层,480.93平米,6.5,5室2厅3卫,毛坯
南北,63196元/平米,9779,中层,156.34平米,6.2,3室2厅2卫,豪华装修
南,88760元/平米,9780,高层,103.65平米,6.0,2室2厅1卫,精装修
南北,55429元/平米,9781,底层,70平米,6.4,2室2厅1卫,豪华装修
南北,50454元/平米,9782,中层,69.37平米,6.2,2室1厅1卫,精装修
南北,62595元/平米,9783,中层,105.44平米,6.3,2室2厅1卫,精装修
南北,81032元/平米,9784,中层,155平米,6.1,4室2厅2卫,豪华装修
南,91304元/平米,9785,底层,230平米,6.4,4室3厅4卫,毛坯
南北,76718元/平米,9786,高层,131平米,6.5,3室2厅2卫,豪华装修
南,48503元/平米,9787,底层,167平米,6.0,5室3厅3卫,精装修
南,94915元/平米,9789,底层,295平米,6.6,4室2厅3卫,豪华装修
南北,23958元/平米,9791,中层,75.13平米,5.8,2室1厅1卫,简装修
南,56154元/平米,9793,底层,130平米,5.7,4室3厅2卫,简装修
南北,119396元/平米,9794,中层,298平米,6.3,4室3厅5卫,豪华装修
南,51546元/平米,9795,底层,388平米,6.5,5室2厅3卫,精装修
南北,23958元/平米,9796,中层,75.13平米,5.8,2室1厅1卫,精装修
南北,51421元/平米,9797,中层,70.01平米,6.1,2室1厅1卫,精装修
东,59229元/平米,9799,底层,481.18平米,6.1,6室3厅3卫,简装修
东,101308元/平米,9800,底层,420.5平米,6.5,5室4厅5卫,精装修
南北,30001元/平米,9801,中层,78.33平米,5.5,2室1厅1卫,简装修
南,60916元/平米,9802,低层,131平米,6.4,3室2厅2卫,精装修
南,61271元/平米,9803,底层,179.53平米,6.6,3室2厅2卫,精装修
南北,81717元/平米,9804,中层,144.4平米,6.2,3室2厅2卫,简装修
南北,28890元/平米,9805,中层,80.65平米,4.1,2室2厅1卫,精装修
南北,65546元/平米,9806,高层,119平米,6.5,3室2厅1卫,精装修
南,58300元/平米,9807,顶层,61.75平米,6.2,2室1厅1卫,精装修
南,90558元/平米,9808,底层,82.82平米,6.4,2室2厅1卫,精装修
南,114879元/平米,9809,高层,121.78平米,6.6,2室2厅2卫,简装修
西南,79964元/平米,9810,低层,135.06平米,6.2,3室2厅2卫,简装修
南,69537元/平米,9811,顶层,74.78平米,6.4,2室1厅1卫,精装修
南,37931元/平米,9812,底层,145平米,4.1,4室2厅3卫,精装修
南北,38404元/平米,9814,中层,73.43平米,5.7,2室2厅1卫,精装修
南,58833元/平米,9815,高层,64.25平米,6.3,2室1厅1卫,精装修
南,27898元/平米,9816,低层,80.65平米,4.1,2室2厅1卫,精装修
南北,67179元/平米,9817,中层,78平米,6.3,2室2厅1卫,精装修
南北,56065元/平米,9818,顶层,56.72平米,6.6,2室1厅1卫,精装修
南北,58697元/平米,9819,高层,101.88平米,6.6,3室2厅1卫,精装修
南北,68558元/平米,9820,顶层,84.6平米,6.3,3室2厅2卫,精装修
南北,25629元/平米,9821,低层,85.06平米,4.1,2室1厅1卫,精装修
南,暂无价格,9822,中层,92.13平米, ,2室2厅1卫,精装修
南,83986元/平米,9826,低层,97.04平米,6.2,2室1厅1卫,精装修
南北,66201元/平米,9827,顶层,163.14平米,6.1,4室1厅2卫,精装修
南北,56475元/平米,9828,中层,139平米,6.5,3室2厅2卫,豪华装修
南,42424元/平米,9829,中层,33平米,6.1,1室1厅1卫,简装修
南,25059元/平米,9831,中层,51.08平米,5.9,1室1厅1卫,精装修
南,316006元/平米,9833,顶层,189.87平米,6.6,3室2厅2卫,豪华装修
南北,59796元/平米,9834,中层,109.54平米,5.8,3室2厅1卫,豪华装修
南北,22818元/平米,9836,高层,77.57平米,5.8,2室1厅1卫,毛坯
南,81395元/平米,9837,底层,430平米,6.5,7室5厅6卫,简装修
南,55172元/平米,9838,底层,290平米,5.8,7室3厅3卫,毛坯
南,81137元/平米,9839,底层,505.32平米,6.5,7室3厅4卫,精装修
南北,72986元/平米,9840,中层,149.07平米,6.4,4室2厅2卫,豪华装修
南,76049元/平米,9841,高层,111.77平米,6.0,2室1厅1卫,精装修
南,117978元/平米,9842,底层,178平米,6.2,4室3厅4卫,精装修
南北,92392元/平米,9843,中层,142.87平米,6.4,3室2厅2卫,精装修
南,321369元/平米,9844,低层,295.61平米,6.6,3室2厅3卫,豪华装修
南北,26358元/平米,9845,高层,80.43平米,5.5,2室1厅1卫,毛坯
南,62651元/平米,9846,底层,830平米,6.5,6室4厅5卫,豪华装修
南北,66138元/平米,9848,高层,158.76平米, ,3室2厅2卫,精装修
南,67053元/平米,9849,高层,131.24平米,5.8,4室1厅2卫,简装修
南北,23592元/平米,9851,高层,71.21平米,5.9,2室1厅1卫,精装修
南北,56788元/平米,9852,中层,137平米,6.5,3室2厅2卫,豪华装修
南,23265元/平米,9853,中层,73.07平米,5.8,2室1厅1卫,精装修
南,67945元/平米,9854,中层,76.68平米,6.3,2室2厅1卫,豪华装修
南,167078元/平米,9856,底层,68.83平米,6.2,1室2厅1卫,简装修
南,146154元/平米,9857,高层,130平米,6.7,3室2厅2卫,简装修
南,70081元/平米,9858,低层,57.79平米,6.2,2室1厅1卫,毛坯
南北,52824元/平米,9859,中层,79.51平米,5.8,3室1厅1卫,简装修
北,19849元/平米,9860,中层,50.38平米, ,2室2厅1卫,精装修
南,21818元/平米,9861,高层,99平米,4.2,3室2厅2卫,精装修
南北,53068元/平米,9862,顶层,51.82平米,6.4,2室1厅1卫,简装修
南北,66394元/平米,9863,中层,156.34平米,6.2,3室2厅2卫,豪华装修
南,61207元/平米,9864,高层,71.07平米,6.7,2室2厅1卫,精装修
南,81963元/平米,9865,中层,86.38平米,6.0,2室2厅1卫,精装修
南北,83053元/平米,9866,中层,131平米,6.5,3室2厅2卫,豪华装修
南,118490元/平米,9867,底层,384平米,5.9,5室2厅4卫,精装修
南北,30852元/平米,9868,顶层,77.79平米,5.8,2室1厅1卫,精装修
南,147436元/平米,9872,底层,780平米,6.7,4室4厅4卫,豪华装修
南北,81800元/平米,9873,低层,122.25平米,6.4,2室2厅2卫,精装修
南北,83938元/平米,9874,低层,140.58平米,6.7,3室2厅2卫,中装修
南,68132元/平米,9875,高层,91平米,6.5,2室2厅1卫,精装修
南北,28181元/平米,9876,中层,119.23平米,4.1,3室2厅2卫,精装修
南,54627元/平米,9877,高层,62.24平米,6.5,2室1厅1卫,精装修
南,84832元/平米,9879,中层,88.41平米,6.0,2室2厅2卫,简装修
南,86957元/平米,9882,底层,149.5平米,6.4,3室2厅2卫,精装修
南北,34893元/平米,9883,中层,91.71平米,6.3,3室2厅1卫,精装修
南,110013元/平米,9884,低层,89.08平米,6.6,2室1厅1卫,精装修
南北,79694元/平米,9885,中层,149.07平米,6.4,4室2厅2卫,豪华装修
南,165186元/平米,9886,高层,223.99平米,6.2,4室2厅3卫,精装修
南北,76720元/平米,9888,底层,189平米,6.3,4室2厅3卫,精装修
南北,59412元/平米,9891,中层,102平米,5.8,3室2厅2卫,豪华装修
南,139505元/平米,9892,底层,200.71平米,6.5,4室2厅3卫,精装修
南,59394元/平米,9893,中层,99平米,6.1,2室2厅1卫,豪华装修
南,44828元/平米,9896,中层,58平米,6.3,2室1厅1卫,豪华装修
南北,160618元/平米,9899,中层,115.18平米,6.3,3室2厅2卫,简装修
南北,47423元/平米,9900,高层,77.6平米,6.4,2室2厅1卫,豪华装修
南北,80696元/平米,9901,中层,115平米,6.4,3室2厅2卫,豪华装修
南,346071元/平米,9904,低层,277.4平米,6.6,4室2厅3卫,豪华装修
南,24110元/平米,9905,高层,69.68平米,5.7,2室1厅1卫,精装修
南北,39617元/平米,9906,高层,44.93平米,6.1,2室0厅1卫,精装修
南北,65748元/平米,9908,中层,126.24平米,6.2,3室2厅1卫,简装修
南北,25369元/平米,9910,低层,80.02平米,5.7,3室1厅1卫,精装修
南北,79816元/平米,9911,中层,147.84平米,6.5,3室2厅2卫,精装修
南北,94215元/平米,9912,中层,121平米,6.1,3室2厅2卫,精装修
南,74548元/平米,9914,中层,140.58平米,6.3,3室2厅2卫,简装修
南,19400元/平米,9915,高层,126.29平米,5.7,3室2厅2卫,精装修
南,53050元/平米,9916,中层,45.24平米,6.4,1室2厅1卫,简装修
南,82822元/平米,9917,中层,223.37平米,6.3,5室2厅3卫,精装修
南北,83799元/平米,9918,中层,89.5平米,6.2,2室1厅1卫,简装修
南北,43152元/平米,9919,中层,53.3平米,6.6,2室1厅1卫,简装修
南,81386元/平米,9920,顶层,195.12平米,6.2,5室2厅3卫,精装修
南北,暂无价格,9921,中层,76平米, ,2室2厅1卫,豪华装修
南,暂无价格,9922,中层,63平米, ,2室1厅1卫,精装修
南北,62417元/平米,9923,高层,128.17平米,6.7,3室2厅2卫,精装修
南北,70260元/平米,9924,中层,130.23平米,6.9,3室2厅2卫,精装修
南,47500元/平米,9925,高层,120平米,5.9,2室2厅2卫,精装修
南北,48618元/平米,9926,中层,71.99平米,6.6,2室1厅1卫,简装修
南,30760元/平米,9927,底层,64.37平米,6.0,2室1厅1卫,精装修
南北,75052元/平米,9928,低层,159.89平米,6.5,3室2厅2卫,精装修
南北,30397元/平米,9929,低层,80.6平米,6.7,2室2厅1卫,精装修
南北,48980元/平米,9930,中层,49平米,6.9,2室1厅1卫,精装修
南,122185元/平米,9931,低层,104.35平米,6.4,2室2厅1卫,精装修
南北,45050元/平米,9932,中层,101平米,6.2,3室2厅1卫,精装修
南,71264元/平米,9934,中层,87平米,6.1,2室2厅1卫,精装修
南,66636元/平米,9935,中层,64.53平米,6.1,2室1厅1卫,精装修
南,27178元/平米,9936,低层,119.58平米,4.1,3室2厅2卫,精装修
南,105579元/平米,9937,高层,146.81平米,6.3,3室2厅2卫,精装修
南北,75017元/平米,9938,高层,303.93平米, ,4室2厅4卫,豪华装修
南,50000元/平米,9941,底层,160平米,5.7,4室3厅4卫,毛坯
南北,79677元/平米,9942,中层,155平米,6.4,3室2厅2卫,豪华装修
南北,23485元/平米,9944,中层,71.11平米,5.9,2室1厅1卫,精装修
南北,24132元/平米,9946,低层,67.13平米,6.1,2室1厅1卫,简装修
南北,26021元/平米,9947,低层,76.86平米,5.5,2室1厅1卫,简装修
南北,57459元/平米,9948,顶层,46.99平米,6.7,1室1厅1卫,精装修
南,22749元/平米,9949,中层,73.85平米,5.4,2室2厅1卫,精装修
南,49231元/平米,9951,中层,65平米,6.3,2室1厅1卫,精装修
南,50265元/平米,9953,底层,189平米,5.7,3室2厅2卫,毛坯
南北,27850元/平米,9954,中层,77.2平米,5.8,2室1厅1卫,毛坯
南北,26878元/平米,9956,中层,78.13平米,5.8,2室1厅1卫,毛坯
南,72352元/平米,9959,高层,142.36平米,6.1,3室2厅2卫,精装修
南,96933元/平米,9961,底层,163平米,5.7,4室2厅4卫,毛坯
南北,71190元/平米,9962,顶层,320.27平米,5.9,5室2厅5卫,精装修
南,111840元/平米,9965,中层,125平米,6.2,4室2厅3卫,豪华装修
南,79997元/平米,9966,中层,131.88平米,6.4,3室2厅2卫,豪华装修
南,40573元/平米,9969,顶层,36.97平米,6.3,1室0厅1卫,简装修
南北,72601元/平米,9970,高层,88.98平米,6.7,2室2厅1卫,简装修
南,138801元/平米,9971,低层,158.5平米,6.4,3室2厅2卫,豪华装修
南北,56523元/平米,9972,中层,129.15平米,6.1,3室2厅2卫,简装修
南,78239元/平米,9973,高层,95.86平米,6.0,2室1厅1卫,精装修
南北,26551元/平米,9974,高层,89.64平米,5.8,3室2厅1卫,简装修
南,71235元/平米,9975,顶层,44.22平米,6.3,1室1厅1卫,精装修
南,70636元/平米,9976,低层,89.19平米,6.0,3室2厅1卫,简装修
南,52840元/平米,9977,中层,75.7平米,6.5,3室1厅1卫,精装修
南,113440元/平米,9978,中层,125平米,6.2,4室2厅3卫,豪华装修
南,45998元/平米,9979,中层,76.09平米,6.4,3室1厅1卫,精装修
南北,54035元/平米,9980,中层,57平米,6.8,2室1厅1卫,精装修
南北,40639元/平米,9981,底层,75.79平米,5.9,2室2厅1卫,毛坯
南,26605元/平米,9982,高层,56.38平米,5.8,1室1厅1卫,精装修
南,62277元/平米,9984,底层,131.67平米,6.2,4室2厅2卫,简装修
南,51395元/平米,9985,低层,68.1平米,6.4,2室1厅1卫,精装修
南,51954元/平米,9987,低层,172.46平米,5.8,4室2厅3卫,精装修
南,151599元/平米,9988,低层,521.11平米,6.4,9室3厅5卫,精装修
南,48811元/平米,9989,高层,120.67平米,6.1,3室2厅2卫,简装修
南北,16535元/平米,9990,低层,82.25平米,5.8,2室2厅2卫,毛坯
南北,73728元/平米,9991,高层,147.84平米,6.0,3室2厅3卫,简装修
南,27437元/平米,9992,高层,78.36平米,5.8,2室1厅1卫,简装修
南,58743元/平米,9993,高层,58.73平米,6.2,2室1厅1卫,简装修
南北,56794元/平米,9995,中层,95.08平米,5.8,3室2厅2卫,精装修
南,68405元/平米,9996,高层,140.34平米,6.3,3室2厅2卫,精装修
南北,83968元/平米,9999,底层,279.87平米,6.3,5室3厅4卫,毛坯
南北,77312元/平米,10000,中层,136.46平米,6.5,3室2厅2卫,豪华装修
南北,71566元/平米,10001,高层,166平米,6.4,4室2厅2卫,豪华装修
南,80465元/平米,10002,底层,430平米,6.5,6室2厅5卫,简装修
南北,82645元/平米,10003,中层,139.15平米,6.1,3室2厅2卫,精装修
南北,76211元/平米,10005,中层,128.59平米,6.4,3室2厅2卫,简装修
南北,56638元/平米,10007,高层,94.46平米,5.8,3室2厅2卫,精装修
南北,66494元/平米,10008,底层,77平米,6.5,3室1厅1卫,豪华装修
南北,66494元/平米,10010,低层,142.87平米,6.1,3室2厅2卫,精装修
南北,55181元/平米,10015,中层,83平米,6.4,2室2厅1卫,豪华装修
南,92581元/平米,10017,顶层,161.48平米,6.4,4室2厅3卫,精装修
南,82021元/平米,10021,底层,193.61平米,6.4,4室3厅3卫,精装修
南,26122元/平米,10022,中层,49平米,5.7,1室1厅1卫,精装修
南,26087元/平米,10023,高层,121.9平米,4.2,4室2厅2卫,精装修
南,91190元/平米,10024,中层,129.4平米,6.2,3室2厅2卫,毛坯
南北,89629元/平米,10025,中层,117.15平米,6.1,3室2厅1卫,精装修
南,140950元/平米,10026,高层,67.4平米,6.0,1室1厅1卫,精装修
南,74221元/平米,10027,高层,101.05平米,6.0,2室2厅1卫,简装修
南,76058元/平米,10028,中层,126.22平米,6.3,3室2厅2卫,精装修
南,60552元/平米,10029,高层,84.06平米,6.0,3室1厅1卫,精装修
南,47733元/平米,10030,低层,54.47平米,6.3,2室1厅1卫,简装修
南,120876元/平米,10031,中层,153.05平米,6.4,3室2厅2卫,精装修
南北,69127元/平米,10032,中层,100.54平米,6.4,2室2厅2卫,精装修
南北,27215元/平米,10033,顶层,86.35平米,5.9,2室2厅1卫,精装修
南,77370元/平米,10034,顶层,128.99平米,6.2,3室2厅2卫,精装修
南,65914元/平米,10035,低层,84.2平米,5.8,2室2厅1卫,精装修
南,96716元/平米,10036,中层,84.66平米,6.5,2室2厅1卫,精装修
南北,61842元/平米,10037,中层,76平米,6.1,2室2厅1卫,精装修
南北,45177元/平米,10038,中层,58.88平米,6.0,2室1厅1卫,精装修
南北,30706元/平米,10039,高层,77.51平米,5.7,2室1厅1卫,精装修
南,62514元/平米,10040,底层,91.18平米,6.3,2室2厅1卫,精装修
南,52353元/平米,10041,高层,32.09平米,6.0,1室1厅1卫,简装修
南,21831元/平米,10042,中层,71平米,3.9,2室1厅1卫,精装修
南北,73053元/平米,10043,中层,120.46平米,6.4,3室2厅2卫,精装修
南,54802元/平米,10044,低层,140.14平米,6.0,3室1厅2卫,精装修
南北,8744元/平米,10045,中层,44.6平米,4.5,1室1厅1卫,精装修
南,50510元/平米,10046,高层,45.14平米,6.6,1室1厅1卫,简装修
南,101993元/平米,10047,中层,63.73平米,5.9,2室1厅1卫,精装修
南,62448元/平米,10048,顶层,96.08平米,6.4,3室2厅1卫,精装修
南北,81579元/平米,10049,高层,57平米,6.4,2室2厅1卫,精装修
南,49255元/平米,10050,顶层,43.65平米,6.3,1室1厅1卫,简装修
南北,69620元/平米,10051,中层,79平米,6.3,2室2厅1卫,精装修
南,108066元/平米,10052,低层,83.19平米,6.7,2室2厅1卫,精装修
南,61062元/平米,10053,底层,204.71平米,6.1,5室3厅4卫,精装修
南,34006元/平米,10054,中层,132.33平米,4.3,3室2厅2卫,精装修
南,14903元/平米,10055,顶层,120.78平米,5.8,3室2厅2卫,精装修
南北,47159元/平米,10057,中层,88平米,6.4,3室1厅1卫,豪华装修
南北,23265元/平米,10058,高层,73.07平米,5.8,2室1厅1卫,毛坯
南,119704元/平米,10059,高层,96.07平米,6.0,3室1厅1卫,精装修
南,106383元/平米,10060,底层,423平米,6.5,3室2厅2卫,精装修
南,55026元/平米,10062,中层,79.78平米,6.3,3室1厅1卫,简装修
南北,23265元/平米,10065,高层,73.07平米,5.8,2室1厅1卫,毛坯
南,82550元/平米,10067,底层,298平米,5.7,6室3厅5卫,精装修
南北,23293元/平米,10068,中层,75.13平米,5.8,2室1厅1卫,毛坯
南,23849元/平米,10071,低层,67.09平米,6.1,2室1厅1卫,简装修
南,26667元/平米,10074,中层,52.5平米,5.8,1室1厅1卫,毛坯
南,173093元/平米,10075,低层,147.32平米,6.2,3室2厅2卫,精装修
南,52632元/平米,10076,中层,60.8平米,6.5,2室1厅1卫,精装修
南北,61111元/平米,10077,高层,90平米,6.3,3室2厅2卫,精装修
